"engl","spa"
"That's my sister.","Esa es mi hermana."
"That's no excuse.","Esa no es excusa."
"That's not funny.","Eso no es gracioso."
"That's not funny.","Eso no es divertido."
"That's not scary.","Eso no da miedo."
"That's offensive.","Eso es ofensivo."
"That's our fault.","Es nuestra culpa."
"That's our house.","Esa es nuestra casa."
"That's the hotel.","Ese es el hotel."
"That's the offer.","He ahí la oferta."
"That's troubling.","Eso es problemático."
"That's true, too.","Eso también es cierto."
"That's true, too.","También es verdad."
"That's wonderful!","¡Eso es maravilloso!"
"That's wonderful.","¡Eso es maravilloso!"
"The answer is no.","La respuesta es no."
"The baby's awake.","El bebé está despierto."
"The ballon burst.","El balón reventó."
"The ballon burst.","El globo reventó."
"The bill, please.","La cuenta, por favor."
"The bird is dead.","El pájaro está muerto."
"The book is easy.","El libro es fácil."
"The book is here.","El libro está aquí."
"The book's white.","El libro es blanco."
"The box is heavy.","La caja es pesada."
"The boy ran away.","El chico huyó."
"The boy ran away.","El muchacho escapó."
"The boy was full.","El niño estaba lleno."
"The bus was full.","El autobús estaba lleno."
"The cage is open.","La jaula está abierta."
"The can is empty.","La lata está vacía."
"The car is ready.","El auto está listo."
"The cat is brown.","El gato es marrón."
"The cat is brown.","El gato es café."
"The cat ran away.","El gato se escapó."
"The clock ticked.","El reloj hizo tictac."
"The cup is empty.","La taza está vacía."
"The curtain fell.","La cortina cayó."
"The curtain rose.","El telón se levantó."
"The dog is Tom's.","El perro es de Tom."
"The dog is dying.","El perro se está muriendo."
"The dog is dying.","El perro está muriéndose."
"The dog is smart.","El perro es listo."
"The dog is white.","El perro es blanco."
"The dog was dead.","El perro estaba muerto."
"The door creaked.","La puerta chirrió."
"The door is open.","La puerta está abierta."
"The door's stuck.","La puerta está atascada."
"The food is cold.","La comida está fría."
"The food is good.","La comida está buena."
"The food's ready.","La comida está lista."
"The game is over.","La suerte está echada."
"The game is over.","El juego se acabó."
"The game is over.","La apuesta está echada."
"The game is over.","¡Se acabó la partida!"
"The game is over.","El juego se terminó."
"The hat is yours.","El sombrero es tuyo."
"The jury is hung.","El jurado está en desacuerdo."
"The kid got hurt.","El niño resultó herido."
"The law is clear.","La ley es clara."
"The light is out.","La bombilla está fundida."
"The light is out.","La luz está apagada."
"The line is busy.","La línea está ocupada."
"The man is right.","El hombre lleva razón."
"The man is right.","El hombre tiene razón."
"The man ran away.","El hombre huyó."
"The man stood up.","El hombre se puso de pie."
"The mic is yours.","El micrófono es suyo."
"The milkman died.","El lechero murió."
"The party's over.","Se acabó la fiesta."
"The pool is full.","La piscina está llena."
"The race is over.","La carrera ha terminado."
"The rain stopped.","La lluvia paró."
"The rain stopped.","Dejó de llover."
"The rain stopped.","Paró de llover."
"The road was icy.","La carretera estaba congelada."
"The room is dark.","La habitación es oscura."
"The room was hot.","La habitación estaba caliente."
"The room was hot.","Hacía calor en la habitación."
"The show is over.","El show se acabó."
"The show is over.","La función se acabó."
"The sky is clear.","El cielo está despejado."
"The sky was gray.","El cielo estaba gris."
"The storm abated.","La tormenta amainó."
"The storm let up.","La tormenta aflojó."
"The tank is full.","El tanque está lleno."
"The towel is dry.","La toalla está seca."
"The towel is wet.","La toalla está mojada."
"The twins helped.","Los gemelos ayudaron."
"The twins smiled.","Las gemelas sonrieron."
"The two chuckled.","Ambos rieron."
"The water's cold.","El agua está fría."
"The week is over.","La semana se acabó."
"The week is over.","La semana terminó."
"The well ran dry.","El pozo se secó."
"The work is done.","El trabajo está hecho."
"The world is big.","El mundo es grande."
"The wound healed.","La herida se curó."
"There is no hope.","No hay esperanza."
"There is one way.","Hay una manera."
"There isn't time.","No hay tiempo."
"There's no doubt.","No cabe duda."
"There's no hurry.","No hay prisa."
"There's no hurry.","No hay apuro."
"There's no limit.","No hay límite."
"There's no water.","No hay agua."
"There's one left.","Queda uno."
"There's one left.","Queda una."
"There's one more.","Hay uno más."
"There's one more.","Hay una más."
"There's the bell.","Ahí está la campana."
"These are my CDs.","Estos son mis CD."
"These shoes hurt.","Estos zapatos me lastiman."
"They all entered.","Todas ellas entraron."
"They all watched.","Todos miraron."
"They all watched.","Todos observaron."
"They all watched.","Todos comtemplaron."
"They are singers.","Son cantantes."
"They aren't here.","No están aquí."
"They aren't mine.","No son míos."
"They aren't well.","No están bien."
"They demoted you.","Te degradaron."
"They demoted you.","Te descendieron."
"They deserved it.","Se lo merecían."
"They despise you.","Ellos te desprecian."
"They disappeared.","Desaparecieron."
"They drink a lot.","Beben mucho."
"They dug a grave.","Ellos cavaron una tumba."
"They feel hungry.","Ellos sienten hambre."
"They feel hungry.","Ellos están hambrientos."
"They go shopping.","Ellos van de compras."
"They got married.","Ellos se casaron."
"They had no food.","No tenían nada que comer."
"They had no food.","No tenían comida."
"They had no food.","No tenían nada de comida."
"They know better.","Son sensatos."
"They know better.","Saben cómo actuar."
"They lied to you.","Te mintieron."
"They live nearby.","Ellos viven cerca."
"They made us pay.","Ellos nos hicieron pagar."
"They thanked God.","Le dieron gracias a Dios."
"They trusted Tom.","Ellos confiaron en Tom."
"They trusted Tom.","Confiaban en Tom."
"They trusted you.","Ellas confiaban en ti."
"They were afraid.","Ellos tuvieron miedo."
"They were afraid.","Ellos tenían miedo."
"They were closed.","Ellos estaban cerrados."
"They were eating.","Comían."
"They were hungry.","Ellos tenían hambre."
"They were scared.","Estaban asustados."
"They will return.","Van a regresar."
"They won't budge.","Ellos no cederán."
"They work for me.","Ellos trabajan para mí."
"They work for me.","Trabajan para mí."
"They'd like that.","Eso les gustaría."
"They'll find Tom.","Ellos encontrarán a Tom."
"They'll remember.","Ellos se acordarán."
"They're all dead.","Todos están muertos."
"They're brothers.","Ellos son hermanos."
"They're escaping.","Ellos están escapando."
"They're escaping.","Se escapan."
"They're escaping.","Se están escapando."
"They're escaping.","Ellas están escapando."
"They're escaping.","Ellos se están escapando."
"They're escaping.","Ellas se están escapando."
"They're fighting.","Están peleando."
"They're immature.","Son inmaduros."
"They're involved.","Están involucrados."
"They're laughing.","Se están riendo."
"They're mistaken.","Están equivocados."
"They're not mine.","No son míos."
"They're not mine.","No son los míos."
"They're students.","Son estudiantes."
"They're traitors.","Son traidores."
"They're watching.","Están mirando."
"They've all left.","Se han ido todos."
"Things got weird.","Las cosas se pusieron raras."
"Things look good.","La cosa se ve bien."
"Things look good.","Todo parece ir bien."
"Think about that.","Piénsatelo."
"Think about that.","Medítalo."
"Think about that.","Medita sobre ello."
"Think about this.","Piénsalo."
"This book is new.","Este libro es nuevo."
"This book is old.","Este libro es viejo."
"This book is old.","Este es un libro antiguo."
"This boy is lazy.","Este chico es perezoso."
"This car is mine.","Este carro es mío."
"This doesn't fit.","Esto no encaja."
"This doesn't fit.","Esto no cabe."
"This fish is big.","Este pez es grande."
"This has to stop.","Esto tiene que parar."
"This hat is mine.","Este sombrero es mío."
"This is Room 839.","Ésta es la habitación 839."
"This is a luxury.","Esto es un lujo."
"This is a pencil.","Esto es un lápiz."
"This is an order.","Esto es una orden."
"This is an order.","Es una orden."
"This is annoying.","Esto es molesto."
"This is big news.","Esta es una gran noticia."
"This is exciting.","Esto es emocionante."
"This is horrible.","Esto es horrible."
"This is my coach.","Éste es mi entrenador."
"This is my coach.","Ésta es mi entrenadora."
"This is my fault.","Esto es culpa mía."
"This is my horse.","Éste es mi caballo."
"This is my house.","Esta es mi casa."
"This is my phone.","Este es mi teléfono."
"This is my place.","Este es mi lugar."
"This is my treat.","Este es mi regalo."
"This is nonsense.","Eso es absurdo."
"This is not fair.","Esto no es justo."
"This is not okay.","Esto no está bien."
"This is not safe.","Esto no es seguro."
"This is not true.","Esto no es verdad."
"This is not true.","Esto no es cierto."
"This is our home.","Esa es nuestra casa."
"This is our home.","Esta es nuestra casa."
"This is our room.","Este es nuestro cuarto."
"This is pathetic.","Es patético."
"This is relaxing.","Esto es relajante."
"This is sabotage.","Esto es un sabotaje."
"This is so crazy.","Esto es tan loco."
"This is so weird.","Esto es tan raro."
"This is terrible.","Esto es terrible."
"This is the best.","Esta es la mejor."
"This is the norm.","Esta es la norma."
"This is too hard.","Esto es demasiado duro."
"This is too much.","Esto es demasiado."
"This is very bad.","Esto es muy malo."
"This is very bad.","Esto está muy mal."
"This is very bad.","Esto está muy malo."
"This is your dog.","Éste es tu perro."
"This is your dog.","Este es su perro."
"This is your key.","Ésta es tu llave."
"This is your key.","Esta es vuestra llave."
"This isn't funny.","Esto no es gracioso."
"This isn't money.","Éste no es dinero."
"This isn't sugar.","Esto no es azúcar."
"This isn't yours.","Esto no es tuyo."
"This isn't yours.","Éste no es el tuyo."
"This looks great.","Esto se ve estupendo."
"This looks great.","Esto parece estupendo."
"This man is dead.","Este hombre está muerto."
"This one is full.","Este está lleno."
"This one's Tom's.","Este es de Tom."
"This one's empty.","Este está vacío."
"This one's yours.","Esta es tuya."
"This room is hot.","Este cuarto es caluroso."
"This seems risky.","Esto parece arriesgado."
"This seems wrong.","Esto parece estar mal."
"This tastes good.","Esto sabe bien."
"This tastes good.","Esto está bueno."
"This time we won.","Esta vez ganamos nosotros."
"This was missing.","Esto faltaba."
"This way, please.","De esta manera, por favor."
"This way, please.","Por este camino, por favor."
"This will be fun.","Esto será divertido."
"Those are my CDs.","Esos son mis CDs."
"Those are my CDs.","Estos son mis CD."
"Tom abandoned me.","Tom me abandonó."
"Tom admired Mary.","Tom admiraba a Mary."
"Tom admires Mary.","Tom admira a Mary."
"Tom almost cried.","Tom casi lloró."
"Tom already left.","Ya se fue Tom."
"Tom always loses.","Tom siempre pierde."
"Tom arrived last.","Tom llegó el último."
"Tom arrived late.","Tom llegó tarde."
"Tom ate his fill.","Tom comió hasta saciarse."
"Tom ate my lunch.","Tom se comió mi almuerzo."
"Tom avoided Mary.","Tom evitaba a María."
"Tom babysat Mary.","Tom cuidó de Mary."
"Tom beat Mary up.","Tom dio una paliza a Mary."
"Tom beat up Mary.","Tom le dio una paliza a Mary."
"Tom became blind.","Tom se quedó ciego."
"Tom began to cry.","Tom empezó a llorar."
"Tom began to eat.","Tom empezó a comer."
"Tom believes you.","Tom te cree."
"Tom belongs here.","Tom pertenece aquí."
"Tom belongs here.","Tomás es de aquí."
"Tom betrayed you.","Tom te traicionó."
"Tom brought this.","Tomás trajo esto."
"Tom came with me.","Tom vino conmigo."
"Tom came with me.","Tom venía conmigo."
"Tom can hear you.","Tom puede oíros."
"Tom can hear you.","Tom puede oírte."
"Tom can run fast.","Tom puede correr rápido."
"Tom can't decide.","Tom no se puede decidir."
"Tom can't refuse.","Tom no puede rehusarse."
"Tom can't say no.","Tom no puede decir que no."
"Tom can't see us.","Tom no nos puede ver."
"Tom cannot drive.","Tom no sabe conducir."
"Tom cheated Mary.","Tom engañó a Mary."
"Tom convinced me.","Tom me convenció."
"Tom cooks for us.","Tom nos cocina."
"Tom corrected it.","Tom lo corrigió."
"Tom cut Mary off.","Tom cortó a Mary."
"Tom detests Mary.","Tom detesta a Mary."
"Tom did have fun.","Tom se divirtió."
"Tom did have fun.","Tom la pasó bien."
"Tom did his part.","Tom hizo su parte."
"Tom didn't budge.","Tom no cedió."
"Tom didn't do it.","Tom no lo hizo."
"Tom didn't drown.","Tomás no se ahogó."
"Tom didn't reply.","Tom no respondió."
"Tom died from TB.","Tom murió de tuberculosis."
"Tom died in 2009.","Tom murió en el 2009."
"Tom doesn't know.","Tom no lo sabe."
"Tom drinks a lot.","Tom bebe mucho."
"Tom felt trapped.","Tom se sintió atrapado."
"Tom felt trapped.","Tom se sentía atrapado."
"Tom forgave Mary.","Tom perdonó a Mary."
"Tom forgives you.","Tom te perdona."
"Tom frightens me.","Tom me da miedo."
"Tom gave up hope.","Tom abandonó la esperanza."
"Tom gave up hope.","Tom perdió las esperanzas."
"Tom got into bed.","Tom se metió en la cama."
"Tom got very mad.","Tom se enojó mucho."
"Tom had a stroke.","Tom tuvo un golpe."
"Tom had no money.","Tom no tenía dinero."
"Tom had to hurry.","Tom tenía que darse prisa."
"Tom has a goatee.","Tom tiene perilla."
"Tom has a secret.","Tom guarda un secreto."
"Tom has a ticket.","Tom tiene un boleto."
"Tom has an alibi.","Tom tiene una coartada."
"Tom has chickens.","Tom tiene gallinas."
"Tom has children.","Tom tiene niños."
"Tom has children.","Tom tiene hijos."
"Tom has diabetes.","Tom tiene diabetes."
"Tom has freckles.","Tom tiene pecas."
"Tom has insomnia.","Tom tiene insomnio."
